"Building IRN","Building Name","District IRN","District Name","County","Region","Street address","City and Zip code","Phone #","Principal","Grade Span","Open/Closed Status (as of 9/1/2014)","School Type","Number of Standards Met","Number of Standards Possible","Percent of Standards Met","Letter Grade of Standards Met","Performance Index Score 2013-14","Performance Index Percent 2013-14","Letter Grade of Performance Index","Letter Grade of Overall Value-Added","Letter Grade of Gifted Value-Added","Letter Grade of Disabled Value-Added","Letter Grade of Lowest 20% Value-Added","Letter Grade of AMO","	2013 4-Year Longitudinal Graduation Rate - Class of 2013","Letter Grade of 4-Year Graduate Rate 2013","	2013 5-Year Longitudinal Graduation Rate - Class of 2012","Letter Grade of 5-Year Graduate Rate 2012","Enrollment","Read 3rd Grade 2013-14 % at or above Proficient","Read 3rd Grade 2012-13 % at or above Proficient","Read 3rd Grade 2011-12 % at or above Proficient","Math 3rd Grade 2013-14 % at or above Proficient","Math 3rd Grade 2012-13 % at or above Proficient","Math 3rd Grade 2011-12 % at or above Proficient","Read 4th Grade 2013-14 % at or above Proficient","Read 4th Grade 2012-13 % at or above Proficient","Read 4th Grade 2011-12 % at or above Proficient","Math 4th Grade 2013-14 % at or above Proficient","Math 4th Grade 2012-13 % at or above Proficient","Math 4th Grade 2011-12 % at or above Proficient","Read 5th Grade 2013-14 % at or above Proficient","Read 5th Grade 2012-13 % at or above Proficient","Read 5th Grade 2011-12 % at or above Proficient","Math 5th Grade 2013-14 % at or above Proficient","Math 5th Grade 2012-13 % at or above Proficient","Math 5th Grade 2011-12 % at or above Proficient","Science 5th Grade 2013-14 % at or above Proficient","Science 5th Grade 2012-13 % at or above Proficient","Science 5th Grade 2011-12 % at or above Proficient","Read 6th Grade 2013-14 % at or above Proficient","Read 6th Grade 2012-13 % at or above Proficient","Read 6th Grade 2011-12 % at or above Proficient","Math 6th Grade 2013-14 % at or above Proficient","Math 6th Grade 2012-13 % at or above Proficient","Math 6th Grade 2011-12 % at or above Proficient","Read 7th Grade 2013-14 % at or above Proficient","Read 7th Grade 2012-13 % at or above Proficient","Read 7th Grade 2011-12 % at or above Proficient","Math 7th Grade 2013-14 % at or above Proficient","Math 7th Grade 2012-13 % at or above Proficient","Math 7th Grade 2011-12 % at or above Proficient","Read 8th Grade 2013-14 % at or above Proficient","Read 8th Grade 2012-13 % at or above Proficient","Read 8th Grade 2011-12 % at or above Proficient","Math 8th Grade 2013-14 % at or above Proficient","Math 8th Grade 2012-13 % at or above Proficient","Math 8th Grade 2011-12 % at or above Proficient","Science 8th Grade 2013-14 % at or above Proficient","Science 8th Grade 2012-13 % at or above Proficient","Science 8th Grade 2011-12 % at or above Proficient","Read OGT 2013-14 % at or above Proficient","Read OGT 2012-13 % at or above Proficient","Read OGT 2011-12 % at or above Proficient","Math OGT 2013-14 % at or above Proficient","Math OGT 2012-13 % at or above Proficient","Math OGT 2011-12 % at or above Proficient","Write OGT 2013-14 % at or above Proficient","Write OGT 2012-13 % at or above Proficient","Write OGT 2011-12 % at or above Proficient","Social Studies OGT 2013-14 % at or above Proficient","Social Studies OGT 2012-13 % at or above Proficient","Social Studies OGT 2011-12 % at or above Proficient","Science OGT 2013-14 % at or above Proficient","Science OGT 2012-13 % at or above Proficient","Science OGT 2011-12 % at or above Proficient","Read 11th Grade 2013-14 % at or above Proficient","Read 11th Grade 2012-13 % at or above Proficient","Read 11th Grade 2011-12 % at or above Proficient","Math 11th Grade 2013-14 % at or above Proficient","Math 11th Grade 2012-13 % at or above Proficient","Math 11th Grade 2011-12 % at or above Proficient","Write 11th Grade 2013-14 % at or above Proficient","Write 11th Grade 2012-13 % at or above Proficient","Write 11th Grade 2011-12 % at or above Proficient","Social Studies 11th Grade 2013-14 % at or above Proficient","Social Studies 11th Grade 2012-13 % at or above Proficient","Social Studies 11th Grade 2011-12 % at or above Proficient","Science 11th Grade 2013-14 % at or above Proficient","Science 11th Grade 2012-13 % at or above Proficient","Science 11th Grade 2011-12 % at or above Proficient","Attendance 2013-14","Attendance 2012-13","Attendance 2011-12","Performance Index Score 2012-13","Performance Index Score 2011-12","Four-Year Graduation Rate Numerator 2013","Four-Year Graduation Rate Denominator 2013","Five-Year Graduation Numerator 2012","Five-Year Graduation Denominator 2012","% Graduates Participating in ACT 2012-13","Number of ACT Remediation Free in 2012-13","% of ACT Remediation Free in 2012-13","% Graduates Participating in SAT 2012-13","Number of SAT Remediation Free in 2012-13","% of SAT Remediation Free in 2012-13","% Graduates with Honors Diploma in 2012-13","Number of Graduates Participating in an AP Test 2012-13","% AP Test Takers with an AP score of 3 or above 2012-13","% Students with an Industry Credential 2012-13","% Students with At Least 3 Dual Enrollment Credits 2012-13"
"008287","Groveport Community School","008287","Groveport Community School","Franklin","Region 11","4485 S Hamilton Rd","Groveport, OH   43125-9334","(614) 574-4100","Dair F. Foster","K-8","Open","Community School Startup","1.0","14.0","7.1","F","83.951","70.0","C","A","NR","B","A","F","--","NR","--","NR","781","72.0","64.7","57.1","60.0","60.3","55.2","68.3","69.9","53.0","53.8","47.1","48.5","58.8","47.8","51.5","49.4","36.7","29.7","43.5","38.9","43.6","70.5","60.8","56.5","64.1","29.7","41.2","82.0","65.8","56.8","64.0","46.6","41.9","79.7","64.4","63.6","71.9","59.3","45.5","42.2","10.3","20.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","92.8","92.9","75.666","74.206","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009122","Columbus Collegiate Academy","009122","Columbus Collegiate Academy","Franklin","Region 11","1469 E Main St","Columbus, OH   43205-2152","(614) 299-5284","Celestine S. Ferguson","6-8","Open","Community School Startup","2.0","7.0","28.6","F","89.000","74.2","C","A","NR","C","A","F","--","NR","--","NR","213","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","69.0","66.7","74.1","39.4","58.7","62.5","76.6","89.1","94.9","72.7","85.5","92.3","95.8","94.4","100.0","93.8","88.9","100.0","72.9","66.7","89.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.4","96.1","95.2","93.315","94.17500000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009147","Northpointe Academy","009147","Northpointe Academy","Lucas","Region 1","3648 Victory Ave","Toledo, OH   43607-2564","(419) 535-1997","Andre L. Fox","K-12","Open","Community School Startup","0.0","11.0","0.0","F","68.906","57.4","D","C","NR","NR","F","F","--","NR","--","NR","283","30.6","40.0","73.5","13.9","23.4","72.7","47.1","72.5","94.3","32.4","25.0","62.9","40.7","31.0","53.8","63.0","62.1","73.1","33.3","10.3","34.6","57.1","71.9","75.0","39.3","65.6","50.0","57.7","--","--","34.6","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.7","97.2","97.4","71.037","87.41900000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009149","Constellation Schools: Westside Community School of the Arts","009149","Constellation Schools: Westside Community School of the Arts","Cuyahoga","Region 3","5730 Broadview Rd","Parma, OH   44134-1602","(216) 688-1900","Deborah A. Kilbane","K-9","Open","Community School Startup","5.0","14.0","35.7","F","92.168","76.8","C","A","NR","D","F","F","--","NR","--","NR","333","88.6","80.9","76.2","93.2","89.4","83.3","79.1","83.3","83.8","65.1","58.3","67.6","56.8","58.7","90.5","54.5","56.5","57.1","63.6","45.7","66.7","82.9","95.8","90.0","68.3","70.8","80.0","94.7","81.8","94.1","78.9","54.5","76.5","90.5","90.5","--","76.2","71.4","--","52.4","33.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.9","93.6","95.1","89.4","94.644","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009154","Cincinnati Leadership Academy","009154","Cincinnati Leadership Academy","Hamilton","Region 13","7243 Eastlawn Dr","Cincinnati, OH   45237-3515","(513) 351-5737","Kimberly A. Euler","K-8","Open","Community School Startup","0.0","14.0","0.0","F","57.029","47.5","F","D","NR","NR","C","F","--","NR","--","NR","223","34.8","50.0","37.9","30.4","30.8","32.1","36.0","51.6","60.0","8.0","26.7","40.0","33.3","39.1","5.9","33.3","26.1","0.0","18.5","21.7","5.9","44.4","30.0","57.1","5.6","16.7","42.9","26.3","45.5","58.3","--","45.5","25.0","72.2","68.4","--","16.7","38.9","--","5.6","21.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.3","94.1","100.0","65.168","66.36","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009163","C.M. Grant Leadership Academy","009163","C.M. Grant Leadership Academy","Franklin","Region 11","2030 Leonard Ave","Columbus, OH   43219-2105","(614) 252-2087","","K-8","Open","Community School Startup","1.0","9.0","11.1","F","75.564","63.0","D","C","NR","NR","A","F","--","NR","--","NR","126","30.0","58.3","45.5","30.0","30.4","30.0","72.7","87.5","35.7","86.4","56.3","28.6","33.3","--","57.1","33.3","--","21.4","26.7","--","35.7","75.0","--","30.8","41.7","--","15.4","--","--","--","--","--","--","--","--","23.1","--","--","30.8","--","--","15.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","86.4","94.6","99.7","70.946","64.308","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009164","Central Academy of Ohio","009164","Central Academy of Ohio","Lucas","Region 1","2727 Kenwood Blvd","Toledo, OH   43606-3216","(419) 205-9800","Patricia R. Irons","K-12","Open","Community School Startup","1.0","6.0","16.7","F","73.627","61.4","D","B","NR","NR","NR","F","--","NR","--","NR","148","26.7","73.9","64.7","33.3","73.9","75.0","76.9","93.3","84.6","69.2","73.3","69.2","--","43.8","63.6","--","25.0","45.5","--","18.8","63.6","81.8","--","100.0","63.6","--","80.0","--","75.0","--","--","50.0","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","93.8","94.0","80.415","88.63900000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009171","Star Academy of Toledo","009171","Star Academy of Toledo","Lucas","Region 1","5025 Glendale Ave","Toledo, OH   43614-1855","(419) 720-6330","Julieta R. Dinkins","K-12","Open","Community School Startup","0.0","14.0","0.0","F","73.704","61.4","D","A","NR","NR","A","F","--","NR","--","NR","128","55.0","55.6","42.9","55.0","50.0","52.4","69.2","66.7","31.6","53.8","61.1","31.6","46.2","11.1","18.8","30.8","11.1","17.6","38.5","5.6","11.8","72.7","52.9","38.9","36.4","29.4","33.3","60.0","42.1","61.1","40.0","47.4","29.4","53.8","73.3","72.7","53.8","53.3","36.4","15.4","13.3","18.2","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","86.7","90.4","90.8","67.298","65.0","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009179","Horizon Science Academy Columbus Middle School","009179","Horizon Science Academy Columbus Middle School","Franklin","Region 11","2350 Morse Rd","Columbus, OH   43229-5801","(614) 428-6564","","6-8","Open","Community School Startup","1.0","7.0","14.3","F","86.258","71.9","C","A","NR","C","A","F","--","NR","--","NR","426","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","68.7","63.3","81.0","46.3","45.3","70.3","69.6","63.3","57.5","54.0","64.0","45.2","79.4","73.9","84.9","84.8","66.7","75.6","56.5","44.2","65.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.5","96.5","95.8","82.76400000000001","88.099","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009181","Clay Avenue Community School","009181","Clay Avenue Community School","Lucas","Region 1","1030 Clay Ave","Toledo, OH   43608-2167","(419) 727-9900","","K-12","Open","Community School Startup","1.0","14.0","7.1","F","77.043","64.2","D","B","NR","C","C","F","--","NR","--","NR","494","57.6","75.8","48.4","50.0","63.6","59.4","79.1","86.3","64.6","51.2","45.1","44.7","18.8","54.0","29.2","20.8","30.0","27.1","10.4","26.0","27.1","86.0","66.0","76.0","54.4","56.6","68.0","75.9","76.9","59.1","65.5","61.5","54.5","70.4","82.4","--","70.4","76.5","--","33.3","29.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.1","93.4","93.8","81.298","74.784","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009192","Foundation Academy","009192","Foundation Academy","Richland","Region 7","1050 Wyandotte Ave","Mansfield, OH   44906-1939","(419) 526-9540","Joann T. Hipsher","K-12","Open","Community School Startup","4.0","19.0","21.1","F","86.903","72.4","C","A","NR","B","B","F","--","NR","--","NR","342","74.4","64.3","53.8","81.6","65.9","66.7","62.8","78.6","60.7","69.8","69.0","75.0","64.5","59.5","48.6","74.2","40.5","35.1","61.3","48.6","30.6","75.0","61.3","84.0","60.0","45.2","52.0","60.9","65.2","65.0","52.2","40.9","60.0","73.7","85.0","93.8","57.9","75.0","75.0","36.8","50.0","68.8","81.8","--","--","90.9","--","--","72.7","--","--","54.5","--","--","81.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.6","94.2","94.4","82.623","81.702","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009283","Dayton Early College Academy, Inc","043844","Dayton City","Montgomery","Region 10","300 College Park","Dayton, OH   45469-0001","(937) 229-5780","David A. Taylor","7-12","Open","Community School Startup","12.0","15.0","80.0","B","97.440","81.2","B","A","NR","NR","A","F","82.9","D","92.9","B","436","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","69.4","77.5","71.8","66.7","57.5","55.1","89.2","95.2","93.0","95.2","80.7","89.5","59.0","60.2","77.9","97.6","96.2","100.0","100.0","96.2","98.3","100.0","100.0","100.0","95.2","100.0","100.0","95.2","96.2","93.3","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","100.0","96.5","96.8","96.8","98.281","99.11800000000001","34","41","26","28","--","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"009909","Constellation Schools: Mansfield Community Middle","009909","Constellation Schools: Mansfield Community Middle","Richland","Region 7","5730 Broadview Rd","Parma, OH   44134-1602","(419) 522-3563","Bethany A. Young","4-8","Closed","Community School Startup","1.0","9.0","11.1","F","77.698","64.7","D","C","NR","C","C","F","--","NR","--","NR","108","--","--","--","--","--","--","63.6","82.1","41.4","50.0","60.7","37.9","50.0","22.6","68.8","38.5","16.1","46.9","30.8","35.5","43.8","60.7","76.7","58.8","35.7","36.7","35.3","88.0","61.5","66.7","64.0","23.1","26.7","--","75.0","--","--","50.0","--","--","33.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.6","93.4","94.8","73.321","75.878","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009953","Sullivant Avenue Community School","009953","Sullivant Avenue Community School","Franklin","Region 11","3435 Sullivant Ave","Columbus, OH   43204-1103","(614) 308-5991","Jamie A. Lama","K-6","Open","Community School Startup","0.0","9.0","0.0","F","76.393","63.7","D","A","NR","D","B","F","--","NR","--","NR","402","41.9","60.3","51.9","60.5","48.4","71.0","55.4","78.1","67.4","44.6","59.4","52.3","48.9","45.7","51.6","53.3","37.1","32.3","53.3","31.4","28.1","63.6","63.6","63.0","63.6","63.6","48.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.6","93.2","92.9","79.462","77.546","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009954","Harrisburg Pike Community School","009954","Harrisburg Pike Community School","Franklin","Region 11","680 Harrisburg Pike","Columbus, OH   43223-2100","(614) 223-1510","Lori L. Thayer","K-6","Open","Community School Startup","0.0","7.0","0.0","F","82.355","68.6","D","C","NR","B","C","F","--","NR","--","NR","341","73.5","57.5","62.0","71.4","57.1","65.8","62.1","72.2","50.0","51.5","55.6","50.0","63.2","47.2","36.4","55.3","27.8","23.5","50.0","50.0","23.5","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","92.3","92.6","92.4","77.577","76.738","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009955","Madison Avenue School of Arts","009955","Madison Avenue School of Arts","Lucas","Region 1","1511 Madison Ave","Toledo, OH   43604-4433","(419) 259-4000","","K-8","Open","Community School Startup","0.0","7.0","0.0","F","75.756","63.1","D","C","NR","NR","C","F","--","NR","--","NR","556","63.7","60.2","51.7","61.5","53.4","44.8","69.3","78.4","61.7","46.7","59.5","59.6","41.4","60.5","44.7","31.4","47.4","26.3","20.0","18.4","21.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.6","93.6","93.1","81.05","73.455","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009957","Klepinger Community School","009957","Klepinger Community School","Montgomery","Region 10","3650 Klepinger Rd","Dayton, OH   45416-1919","(937) 610-1710","Melissa D. McManaway","K-8","Open","Community School Startup","1.0","14.0","7.1","F","77.201","64.3","D","A","NR","F","A","F","--","NR","--","NR","439","55.4","44.3","40.4","60.0","36.7","42.0","50.9","55.3","26.9","52.7","31.6","17.3","23.1","28.3","33.3","35.9","10.6","15.3","23.1","8.5","23.7","69.4","45.6","56.3","50.0","49.1","28.1","77.3","48.0","38.2","86.0","40.0","35.3","66.7","71.4","50.0","52.4","42.9","31.8","23.8","28.6","9.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","91.7","96.6","94.7","65.651","61.54600000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009964","Sciotoville Elementary Academy","009964","Sciotoville Elementary Academy","Scioto","Region 15","5540 3rd St","Sciotoville, OH   45662-5402","(740) 776-2916","Foresta Shope","K-4","Open","Community School Startup","1.0","4.0","25.0","F","92.600","77.2","C","C","NR","D","C","F","--","NR","--","NR","139","85.7","75.9","81.0","76.2","65.5","85.0","72.4","88.0","64.3","65.5","76.0","71.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.3","93.5","92.8","93.333","93.143","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009971","Ashland County Community Academy","050526","Tri-County ESC","Ashland","Region 7","716 Union St","Ashland, OH   44805-1823","(419) 903-0295","Donald J. Copenhaver","9-12","Open","Community School Conversion","0.0","9.0","0.0","F","58.545","48.8","F","NR","NR","NR","NR","B","66.2","F","58.1","F","117","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","40.0","85.7","--","--","42.9","--","40.0","35.7","--","40.0","28.6","--","20.0","50.0","--","83.3","75.0","77.8","83.3","62.5","66.7","72.0","56.3","72.2","65.2","37.5","61.1","54.2","37.5","50.0","87.5","89.1","91.4","73.0","45.5","47","71","36","62","--","--","--","--","--","--","0.0","0","0.0","0.0","0.0"
"009990","Horizon Science Academy Elementary School","009990","Horizon Science Academy Elementary School","Franklin","Region 11","2835 Morse Rd","Columbus, OH   43231-6033","(614) 475-4585","","K-5","Open","Community School Startup","1.0","7.0","14.3","F","80.941","67.5","D","B","NR","C","C","F","--","NR","--","NR","505","60.9","79.0","58.6","71.0","69.4","70.3","83.3","69.1","78.0","62.5","48.5","78.0","47.8","51.6","78.9","40.6","36.1","34.2","37.7","40.3","26.3","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.7","95.6","94.8","79.22","83.63600000000001","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"009997","KIPP:  Journey Academy","009997","KIPP:  Journey Academy","Franklin","Region 11","2750 Agler Rd","Columbus, OH   43224-4616","(614) 263-6137","Dustin M. Wood","K-8","Open","Community School Startup","0.0","10.0","0.0","F","81.408","67.8","D","A","NR","A","A","F","--","NR","--","NR","325","--","--","--","--","--","--","--","--","--","--","--","--","38.9","45.6","47.3","33.3","45.6","41.8","45.8","56.1","61.8","69.0","67.6","56.1","51.7","58.1","67.1","65.5","67.5","67.6","75.9","67.5","64.9","75.7","81.9","82.3","77.1","72.2","82.3","52.9","63.9","77.4","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.3","93.0","93.9","84.31700000000001","85.551","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"010005","Horizon Science Academy Cleveland Elementary School","010005","Horizon Science Academy Cleveland Elementary School","Cuyahoga","Region 3","6000 S Marginal Rd","Cleveland, OH   44103-1042","(216) 432-9576","","K-5","Closed","Community School Startup","1.0","7.0","14.3","F","87.044","72.5","C","B","NR","NR","A","B","--","NR","--","NR","139","77.3","60.9","44.4","72.7","73.9","51.9","87.0","78.3","47.9","78.3","34.8","45.8","47.8","45.8","76.9","43.5","37.5","65.4","60.9","56.3","80.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","95.5","95.2","95.1","78.178","78.553","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"010006","Knight Academy","010006","Knight Academy","Lucas","Region 1","110 Arco Dr","Toledo, OH   43607-2960","(419) 720-4444","Alexander S. Coressel","4-8","Closed","Community School Startup","0.0","0.0","NR","NR","0.000","0.0","NR","NR","NR","NR","NR","NR","--","NR","--","NR","","--","--","--","--","--","--","--","61.1","--","--","22.2","--","--","46.2","40.7","--","23.1","25.9","--","23.1","40.7","--","53.6","72.7","--","25.0","54.5","--","72.5","54.0","--","32.5","41.3","--","75.0","70.8","--","50.0","46.9","--","35.4","38.8","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","94.4","94.4","74.33800000000001","75.768","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"010007","Horizon Science Academy Denison Elementary School","010007","Horizon Science Academy Denison Elementary School","Cuyahoga","Region 3","2261 Columbus Rd","Cleveland, OH   44113-4230","(216) 661-8840","","K-5","Open","Community School Startup","0.0","7.0","0.0","F","82.865","69.1","D","A","NR","NR","B","F","--","NR","--","NR","186","67.6","56.5","54.2","55.9","56.5","62.5","75.0","76.9","68.2","62.5","53.8","54.5","56.5","40.9","76.5","65.2","36.4","52.9","52.2","40.9","47.1","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","96.1","93.9","78.11","82.238","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"010036","Cesar Chavez College Preparatory School","010036","Cesar Chavez College Preparatory School","Franklin","Region 11","1465 Oakland Park Ave","Columbus, OH   43224-3509","(614) 297-8801","Norbert D. Tate","K-5","Open","Community School Startup","0.0","7.0","0.0","F","73.128","60.9","D","C","NR","NR","C","F","--","NR","--","NR","230","63.4","--","--","43.9","--","--","66.7","--","--","33.3","--","--","44.4","--","--","33.3","--","--","25.9","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","--","93.8","95.4","95.7","65.676","41.591","--","--","--","--","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
"010180","Mount Auburn International Academy","010180","Mount Auburn International Academy","Hamilton","Region 13","244 Southern Ave","Cincinnati, OH   45219-3023","(513) 241-5500","Wissam I. Sabbagh","K-12","Open","Community School Startup","2.0","24.0","8.3","F","77.944","65.0","D","D","NR","C","D","F","--","NR","75.0","F","401","66.7","75.0","62.2","71.4","68.2","67.2","47.8","81.6","52.6","41.3","43.8","52.6","45.5","33.3","60.0","34.1","14.3","30.2","20.5","23.8","38.6","43.8","64.3","83.0","37.5","57.1","82.6","82.1","72.5","48.5","78.6","82.5","56.3","72.7","58.8","72.2","69.7","64.7","72.2","30.3","35.3","22.2","72.7","84.6","66.7","72.7","84.6","73.3","72.7","84.6","86.7","81.8","76.9","60.0","63.6","53.8","40.0","84.6","70.0","100.0","84.6","80.0","90.0","76.9","90.0","100.0","84.6","80.0","90.0","84.6","40.0","80.0","96.6","91.1","90.3","83.19500000000001","80.595","--","--","9","12","NC","NC","NC","NC","NC","NC","--","NC","--","0.0","0.0"
