"Building IRN ","Building Name","District IRN","District Name","County","Region","School Type","Teachers Attendance Rate 2013-14","Average Years of Teacher Experience","Average Number of Full Time Teachers","Average Teacher Salary","Average Number of Full Time Teachers Who Have At Least a Bachelors","% of Teachers Who Have At Least a Bachelors","Average Number of Full Time Teachers Who Have At Least a Masters","% of Teachers Who Have At Least a Masters","% of Core Courses Taught by a Properly Certified Teacher","# of Core Courses Taught by a Properly Certified Teacher","Total # of Core Courses","% of Core Courses Taught by a Highly Qualified Teacher","# of Core Courses Taught by a Highly Qualified Teacher","% of Core Courses Taught by Teacher with a Temporary Certificate","# of Core Courses Taught by Teacher with a Temporary Certificate","Open/Closed Status (as of 9/1/2014)","Feeder IRN"
"003509","Brentmoor Elementary School","045492","Mentor Exempted Village","Lake","Region 4","Elementary School","97.1","17","17","67315","17","100.0","14","83.7","98.8","79.0","80.0","100.0","80.0","0","0.0","Open","031641"
"003558","The Bridgeport School District - High School","045237","Bridgeport Exempted Village","Belmont","Region 12","High School","95.3","8","16","40049","16","100.0","10","62.5","99.1","111.0","112.0","100.0","112.0","0","0.0","Open","******"
"003566","Bridgetown Middle School","047373","Oak Hills Local","Hamilton","Region 13","Middle School","94","8","39","60325","39","100.0","22","56.4","100","115.0","115.0","100.0","115.0","0","0.0","Open","028217"
"003582","C D Brillhart Elementary School","044438","Napoleon Area City","Henry","Region 1","Elementary School","91.5","8","18","53404","18","100.0","9","51.4","100","123.0","123.0","100.0","123.0","0","0.0","Open","040493"
"003590","Buckeye North Elementary School","047787","Buckeye Local","Jefferson","Region 12","Elementary School","92.7","9","27","42966","27","100.0","15","55.6","100","114.0","114.0","100.0","114.0","0","0.0","Open","039214"
"003616","Brimfield Elementary School","049197","Field Local","Portage","Region 8","Elementary School","96.3","14","30","51130","30","100.0","19","64.4","100","165.0","165.0","100.0","165.0","0","0.0","Open","011569"
"003624","Malabar Intermediate School","044297","Mansfield City","Richland","Region 7","Elementary School","94.6","15","54","53651","54","100.0","27","50.0","100","229.0","229.0","100.0","229.0","0","0.0","Open","022301"
"003632","Bristol Elementary School","050112","Bristol Local","Trumbull","Region 5","Elementary School","95","11","24","47067","24","100.0","8","33.3","100","107.0","107.0","100.0","107.0","0","0.0","Open","003640"
"003640","Bristol High School","050112","Bristol Local","Trumbull","Region 5","High School","94.4","13","19","50955","19","100.0","13","68.4","100","104.0","104.0","100.0","104.0","0","0.0","Open","******"
"003657","Britton Elementary School","047019","Hilliard City","Franklin","Region 11","Elementary School","96.9","17","22","68037","22","100.0","14","61.4","100","112.0","112.0","98.2","110.0","0","0.0","Open","140814"
"003665","Broadleigh Elementary School","043802","Columbus City School District","Franklin","Region 11","Elementary School","92","10","19","61437","18","94.7","12","63.2","90.2","83.0","92.0","100.0","92.0","0","0.0","Open","009662"
"003707","Broadway Elementary School","045617","Tipp City Exempted Village","Miami","Region 10","Elementary School","95.2","16","22","56196","22","100.0","17","75.3","100","110.0","110.0","100.0","110.0","0","0.0","Open","037283"
"003749","Brookfield High School","050120","Brookfield Local","Trumbull","Region 5","High School","97.3","13","19","44772","19","100.0","14","73.7","100","107.0","107.0","100.0","107.0","0","0.0","Open","******"
"003756","Brookfield Middle School","050120","Brookfield Local","Trumbull","Region 5","Middle School","96.5","15","24","52239","24","100.0","14","57.4","100","102.0","102.0","100.0","102.0","0","0.0","Open","003749"
"003764","Brookhaven High School","043802","Columbus City School District","Franklin","Region 11","High School","92.3","12","32","65098","31","96.9","20","62.5","88.3","158.0","179.0","100.0","179.0","0","0.0","Closed","******"
"003780","Brooklyn High School","043653","Brooklyn City","Cuyahoga","Region 3","High School","0.0","4","40","56792","40","100.0","22","55.0","100","309.0","309.0","100.0","309.0","0","0.0","Open","******"
"003806","Brook Park Memorial Elementary School","043612","Berea City","Cuyahoga","Region 3","Elementary School","95.2","15","44","61206","44","100.0","24","54.6","100","156.0","156.0","100.0","156.0","0","0.0","Open","******"
"003814","Brookridge Elementary School","043653","Brooklyn City","Cuyahoga","Region 3","Elementary School","0.0","8","30","63180","30","100.0","20","66.1","100","119.0","119.0","100.0","119.0","0","0.0","Open","122143"
"003822","Brookside Elementary School","045138","Worthington City","Franklin","Region 11","Elementary School","92.6","14","22","64933","22","100.0","18","78.9","100","77.0","77.0","100.0","77.0","0","0.0","Open","095794"
"003830","Brookside High School","044768","Sheffield-Sheffield Lake City","Lorain","Region 2","High School","93.3","8","39","53359","39","100.0","27","68.7","96.1","271.0","282.0","100.0","282.0","0","0.0","Open","******"
"003848","Brookview Elementary School","043612","Berea City","Cuyahoga","Region 3","Elementary School","96","15","27","62898","27","100.0","17","62.3","100","126.0","126.0","100.0","126.0","0","0.0","Open","******"
"003863","Brookville High School","048678","Brookville Local","Montgomery","Region 10","High School","96.7","18","26","57026","26","100.0","18","67.7","100","132.0","132.0","97.7","129.0","0","0.0","Open","******"
"003897","Brown Elementary School","047019","Hilliard City","Franklin","Region 11","Elementary School","95.2","13","28","60833","28","100.0","10","35.3","100","154.0","154.0","100.0","154.0","0","0.0","Open","112698"
"003905","Brown Middle School","044685","Ravenna City","Portage","Region 8","Middle School","95.5","8","42","54880","42","100.0","28","66.3","95.7","135.0","141.0","100.0","141.0","0","0.0","Open","031104"
"003954","William Bruce Elementary School","043935","Eaton Community City","Preble","Region 10","Elementary School","96.4","15","28","55756","28","100.0","21","75.0","99.2","121.0","122.0","100.0","122.0","0","0.0","Open","008557"
"003970","Brunswick High School","043661","Brunswick City","Medina","Region 8","High School","97.1","11","112","59751","112","100.0","78","69.2","100","527.0","527.0","100.0","527.0","0","0.0","Open","******"
"003988","Midview North Elementary School","048173","Midview Local","Lorain","Region 2","Elementary School","95.5","13","31","58405","31","100.0","19","60.1","100","152.0","152.0","100.0","152.0","0","0.0","Open","008979"
"003996","Brush High School","044792","South Euclid-Lyndhurst City","Cuyahoga","Region 3","High School","94.5","13","84","72117","83","98.8","74","88.1","99.7","354.0","355.0","99.7","354.0","0","0.0","Open","******"
"004002","Bryan Middle School","043679","Bryan City","Williams","Region 1","Middle School","95.6","14","51","53227","51","100.0","36","70.6","99.4","176.0","177.0","100.0","177.0","0","0.0","Open","004028"
"004028","Bryan High School","043679","Bryan City","Williams","Region 1","High School","96.1","13","34","53101","34","100.0","25","73.5","100","303.0","303.0","100.0","303.0","0","0.0","Open","******"
"004044","Bryden Elementary School","043554","Beachwood City","Cuyahoga","Region 3","Elementary School","94.9","16","20","83261","20","100.0","14","68.7","100","91.0","91.0","98.9","90.0","0","0.0","Open","016428"
"004077","Buchtel High School","043489","Akron City","Summit","Region 8","High School","97.6","5","66","54248","60","90.9","26","39.4","94.5","260.0","275.0","94.5","260.0","0","0.0","Open","******"
"004085","Buckeye Central High School","046508","Buckeye Central Local","Crawford","Region 7","High School","95.3","9","19","45473","19","100.0","12","62.2","100","80.0","80.0","100.0","80.0","0","0.0","Open","******"
"004101","Buckeye Elementary School","047894","Riverside Local","Lake","Region 4","Elementary School","95.6","11","21","53790","21","100.0","14","65.9","100","106.0","106.0","100.0","106.0","0","0.0","Open","061895"
"004119","Buckeye Elementary School","044735","Salem City","Columbiana","Region 5","Elementary School","96.7","10","26","47867","26","100.0","18","69.2","100","125.0","125.0","100.0","125.0","0","0.0","Open","031328"
"004127","Buckeye High School","048470","Buckeye Local","Medina","Region 8","High School","96.6","13","37","54809","37","100.0","28","76.4","100","175.0","175.0","100.0","175.0","0","0.0","Open","******"
"004135","Buckeye Middle School","043802","Columbus City School District","Franklin","Region 11","Middle School","95.6","13","29","66353","28","96.6","20","69.0","81.6","111.0","136.0","85.3","116.0","0","0.0","Open","022855"
"004143","Buckeye Valley Local High School","046755","Buckeye Valley Local","Delaware","Region 11","High School","95.6","13","41","55675","41","100.0","27","66.6","100","329.0","329.0","100.0","329.0","0","0.0","Open","******"
"004176","Buckskin Elementary School","045401","Greenfield Exempted Village","Highland","Region 14","Elementary School","96.9","13","18","49623","18","100.0","8","44.4","100","84.0","84.0","100.0","84.0","0","0.0","Open","098574"
"004184","Bucyrus Secondary School","043687","Bucyrus City","Crawford","Region 7","High School","96","12","53","47137","53","100.0","41","77.4","100","183.0","183.0","100.0","183.0","0","0.0","Open","******"
"004192","Budd Elementary School","045468","Loudonville-Perrysville Exempted Village","Ashland","Region 7","Elementary School","96.6","22","17","58463","17","100.0","14","82.1","100","77.0","77.0","100.0","77.0","0","0.0","Open","029751"
"004200","Pugliese Elementary West","044826","Steubenville City","Jefferson","Region 12","Elementary School","97.7","12","22","46628","22","100.0","10","44.2","95.2","120.0","126.0","100.0","126.0","0","0.0","Open","015180"
"004218","Brook Intermediate School","047308","Rolling Hills Local","Guernsey","Region 12","Elementary School","93.8","15","25","50227","25","100.0","15","60.0","100","154.0","154.0","100.0","154.0","0","0.0","Open","085084"
"004234","Buhrer","043786","Cleveland Municipal","Cuyahoga","Region 3","Elementary School","90","15","20","71736","20","100.0","17","85.0","100","88.0","88.0","100.0","88.0","0","0.0","Open","062315"
"004242","Ontario Primary School","043513","Ashtabula Area City","Ashtabula","Region 5","Elementary School","94.6","13","17","53801","17","100.0","16","94.0","100","107.0","107.0","100.0","107.0","0","0.0","Open","033670"
"004267","Paul C Bunn Elementary School","045161","Youngstown City Schools","Mahoning","Region 5","Elementary School","94.4","18","26","56266","26","100.0","19","73.1","93.6","176.0","188.0","100.0","188.0","0","0.0","Open","031138"
"004317","Burlington Elementary School","047951","South Point Local","Lawrence","Region 15","Elementary School","93.6","12","26","49904","26","100.0","4","13.7","100","123.0","123.0","100.0","123.0","0","0.0","Open","033290"
"004333","Wauseon Middle School","045641","Wauseon Exempted Village","Fulton","Region 1","Middle School","93.9","19","25","56737","25","100.0","18","73.5","100","121.0","121.0","100.0","121.0","0","0.0","Open","039883"
"004341","Burroughs Elementary School","043802","Columbus City School District","Franklin","Region 11","Elementary School","92","13","24","65061","24","100.0","16","66.7","97.9","137.0","140.0","100.0","140.0","0","0.0","Open","016386"
"004358","Burroughs Elementary School","044909","Toledo City","Lucas","Region 1","Elementary School","95.6","18","22","54910","22","100.0","13","59.1","100","124.0","124.0","86.3","107.0","0","0.0","Open","003301"
"004366","Burton Elementary School","047167","Berkshire Local","Geauga","Region 4","Elementary School","94.3","15","32","55594","32","100.0","18","55.6","98.6","146.0","148.0","100.0","148.0","0","0.0","Open","002436"
"004390","Butler Elementary School","049411","Clear Fork Valley Local","Richland","Region 7","Elementary School","96.8","14","26","46141","26","100.0","14","53.3","97.5","119.0","122.0","100.0","122.0","0","0.0","Open","134692"
"004408","Butler Middle School","046631","Arcanum-Butler Local","Darke","Region 10","Middle School","91.6","12","16","49802","16","100.0","12","77.4","100","91.0","91.0","100.0","91.0","0","0.0","Open","000919"
"004416","Butler High School","044958","Vandalia-Butler City","Montgomery","Region 10","High School","95.7","18","51","61819","51","100.0","41","80.5","100","480.0","480.0","100.0","480.0","0","0.0","Open","******"
"004424","Butternut Elementary School","044529","North Olmsted City","Cuyahoga","Region 3","Elementary School","94.1","11","15","65013","15","100.0","11","72.9","100","61.0","61.0","100.0","61.0","0","0.0","Open","030023"
"004432","Byesville Elementary School","047308","Rolling Hills Local","Guernsey","Region 12","Elementary School","83.3","14","10","50901","10","100.0","7","70.0","100","63.0","63.0","100.0","63.0","0","0.0","Open","004218"
"004457","Shaker Hts Middle School","044750","Shaker Heights City","Cuyahoga","Region 3","Middle School","95","11","69","71548","69","100.0","49","71.0","100","292.0","292.0","100.0","292.0","0","0.0","Open","034108"
"004473","C O Harrison Elementary School","047373","Oak Hills Local","Hamilton","Region 13","Elementary School","93.4","11","53","66508","53","100.0","40","75.5","100","266.0","266.0","100.0","266.0","0","0.0","Open","135269"
"004481","C R Towslee Elementary School","043661","Brunswick City","Medina","Region 8","Elementary School","97.1","11","29","59171","29","100.0","23","79.3","100","145.0","145.0","100.0","145.0","0","0.0","Open","098426"
"004507","Harrison Central Jr./Sr. High School","045245","Harrison Hills City","Harrison","Region 12","High School","95.6","16","45","43508","45","100.0","22","49.0","100","166.0","166.0","100.0","166.0","0","0.0","Open","******"
"004515","Southwestern Elementary School","065680","Gallia County Local","Gallia","Region 16","Elementary School","97.8","19","9","52281","9","100.0","4","44.4","100","44.0","44.0","100.0","44.0","0","0.0","Open","011708"
"004549","Calcutta Elementary School","046425","Beaver Local","Columbiana","Region 5","Elementary School","94.1","11","19","50324","19","100.0","17","89.5","100","80.0","80.0","100.0","80.0","0","0.0","Open","001933"
